Finding ID,Severity,Rule ID,Title,Version,Vulnerability Discussion,Check Content,Fix Text,False Positives,False Negatives,Mitigations,Documentable
V-253373,MEDIUM,SV-253373r991589_rule,Group Policy objects must be reprocessed even if they have not changed.,WN11-CC-000090,"Enabling this setting and then selecting the ""Process even if the Group Policy objects have not changed"" option ensures that the policies will be reprocessed even if none have been changed. This way, any unauthorized changes are forced to match the domain-based group policy settings again.","If the following registry value does not exist or is not configured as specified, this is a finding:

Registry Hive: HKEY_LOCAL_MACHINE
Registry Path: \SOFTWARE\Policies\Microsoft\Windows\Group Policy\{35378EAC-683F-11D2-A89A-00C04FBBCFA2}

Value Name: NoGPOListChanges

Value Type: REG_DWORD
Value: 0","Configure the policy value for Computer Configuration >> Administrative Templates >> System >> Group Policy >> ""Configure registry policy processing"" to ""Enabled"" and select the option ""Process even if the Group Policy objects have not changed"".",,,,FALSE
V-253374,MEDIUM,SV-253374r958478_rule,Downloading print driver packages over HTTP must be prevented.,WN11-CC-000100,"Some features may communicate with the vendor, sending system information or downloading data or components for the feature. Turning off this capability will prevent potentially sensitive information from being sent outside the enterprise and uncontrolled updates to the system. This setting prevents the computer from downloading print driver packages over HTTP.","If the following registry value does not exist or is not configured as specified, this is a finding:

Registry Hive: HKEY_LOCAL_MACHINE
Registry Path: \SOFTWARE\Policies\Microsoft\Windows NT\Printers\

Value Name: DisableWebPnPDownload

Value Type: REG_DWORD
Value: 1","Configure the policy value for Computer Configuration >> Administrative Templates >> System >> Internet Communication Management >> Internet Communication settings >> ""Turn off downloading of print drivers over HTTP"" to ""Enabled"".",,,,FALSE
V-253375,MEDIUM,SV-253375r958478_rule,Web publishing and online ordering wizards must be prevented from downloading a list of providers.,WN11-CC-000105,"Some features may communicate with the vendor, sending system information or downloading data or components for the feature. Turning off this capability will prevent potentially sensitive information from being sent outside the enterprise and uncontrolled updates to the system. This setting prevents Windows from downloading a list of providers for the Web publishing and online ordering wizards.","If the following registry value does not exist or is not configured as specified, this is a finding:

Registry Hive: HKEY_LOCAL_MACHINE
Registry Path: \SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\Explorer\

Value Name: NoWebServices

Value Type: REG_DWORD
Value: 1","Configure the policy value for Computer Configuration >> Administrative Templates >> System >> Internet Communication Management >> Internet Communication settings >> ""Turn off Internet download for Web publishing and online ordering wizards"" to ""Enabled"".",,,,FALSE
V-253376,MEDIUM,SV-253376r958478_rule,Printing over HTTP must be prevented.,WN11-CC-000110,"Some features may communicate with the vendor, sending system information or downloading data or components for the feature. Turning off this capability will prevent potentially sensitive information from being sent outside the enterprise and uncontrolled updates to the system. This setting prevents the client computer from printing over HTTP, which allows the computer to print to printers on the intranet as well as the internet.","If the following registry value does not exist or is not configured as specified, this is a finding:

Registry Hive: HKEY_LOCAL_MACHINE
Registry Path: \SOFTWARE\Policies\Microsoft\Windows NT\Printers\

Value Name: DisableHTTPPrinting

Value Type: REG_DWORD
Value: 1","Configure the policy value for Computer Configuration >> Administrative Templates >> System >> Internet Communication Management >> Internet Communication settings >> ""Turn off printing over HTTP"" to ""Enabled"".",,,,FALSE
V-253377,MEDIUM,SV-253377r991589_rule,Systems must at least attempt device authentication using certificates.,WN11-CC-000115,Using certificates to authenticate devices to the domain provides increased security over passwords. By default systems will attempt to authenticate using certificates and fall back to passwords if the domain controller does not support certificates for devices. This may also be configured to always use certificates for device authentication.,"This requirement is applicable to domain-joined systems, for standalone systems this is NA.

The default behavior for ""Support device authentication using certificate"" is ""Automatic"".

If it exists and is configured with a value of ""0"", this is a finding.

Registry Hive: HKEY_LOCAL_MACHINE
Registry Path: \SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System\Kerberos\Parameters\

Value Name: DevicePKInitEnabled
Value Type: REG_DWORD
Value: 1 (or if the Value Name does not exist)","This requirement is applicable to domain-joined systems, for standalone systems this is NA.

The default behavior for ""Support device authentication using certificate"" is ""Automatic"".

To correct this, configured the policy value for Computer Configuration >> Administrative Templates >> System >> Kerberos >> ""Support device authentication using certificate"" to ""Not Configured or ""Enabled"" with either option selected in ""Device authentication behavior using certificate:"".",,,,FALSE
V-253378,MEDIUM,SV-253378r958478_rule,The network selection user interface (UI) must not be displayed on the logon screen.,WN11-CC-000120,Enabling interaction with the network selection UI allows users to change connections to available networks without signing into Windows.,"If the following registry value does not exist or is not configured as specified, this is a finding:

Registry Hive: HKEY_LOCAL_MACHINE
Registry Path: \SOFTWARE\Policies\Microsoft\Windows\System\

Value Name: DontDisplayNetworkSelectionUI

Value Type: REG_DWORD
Value: 1","Configure the policy value for Computer Configuration >> Administrative Templates >> System >> Logon >> ""Do not display network selection UI"" to ""Enabled"".",,,,FALSE
V-253379,MEDIUM,SV-253379r958478_rule,Local users on domain-joined computers must not be enumerated.,WN11-CC-000130,The username is one part of logon credentials that could be used to gain access to a system. Preventing the enumeration of users limits this information to authorized personnel.,"This requirement is applicable to domain-joined systems, for standalone systems this is NA.

If the following registry value does not exist or is not configured as specified, this is a finding:

Registry Hive: HKEY_LOCAL_MACHINE
Registry Path: \SOFTWARE\Policies\Microsoft\Windows\System\

Value Name: EnumerateLocalUsers

Value Type: REG_DWORD
Value: 0","This requirement is applicable to domain-joined systems, for standalone systems this is NA.

Configure the policy value for Computer Configuration >> Administrative Templates >> System >> Logon >> ""Enumerate local users on domain-joined computers"" to ""Disabled"".",,,,FALSE
V-253380,MEDIUM,SV-253380r1051049_rule,Users must be prompted for a password on resume from sleep (on battery).,WN11-CC-000145,Authentication must always be required when accessing a system. This setting ensures the user is prompted for a password on resume from sleep (on battery).,"If the following registry value does not exist or is not configured as specified, this is a finding:

Registry Hive: HKEY_LOCAL_MACHINE
Registry Path: \SOFTWARE\Policies\Microsoft\Power\PowerSettings\0e796bdb-100d-47d6-a2d5-f7d2daa51f51\

Value Name: DCSettingIndex

Value Type: REG_DWORD
Value: 1","Configure the policy value for Computer Configuration >> Administrative Templates >> System >> Power Management >> Sleep Settings >> ""Require a password when a computer wakes (on battery)"" to ""Enabled"".",,,,FALSE
V-253381,MEDIUM,SV-253381r1051050_rule,The user must be prompted for a password on resume from sleep (plugged in).,WN11-CC-000150,Authentication must always be required when accessing a system. This setting ensures the user is prompted for a password on resume from sleep (plugged in).,"If the following registry value does not exist or is not configured as specified, this is a finding:

Registry Hive: HKEY_LOCAL_MACHINE
Registry Path: \SOFTWARE\Policies\Microsoft\Power\PowerSettings\0e796bdb-100d-47d6-a2d5-f7d2daa51f51\

Value Name: ACSettingIndex

Value Type: REG_DWORD
Value: 1","Configure the policy value for Computer Configuration >> Administrative Templates >> System >> Power Management >> Sleep Settings >> ""Require a password when a computer wakes (plugged in)"" to ""Enabled"".",,,,FALSE
V-253383,MEDIUM,SV-253383r971545_rule,Unauthenticated RPC clients must be restricted from connecting to the RPC server.,WN11-CC-000165,Configuring RPC to restrict unauthenticated RPC clients from connecting to the RPC server will prevent anonymous connections.,"If the following registry value does not exist or is not configured as specified, this is a finding:

Registry Hive: HKEY_LOCAL_MACHINE
Registry Path: \SOFTWARE\Policies\Microsoft\Windows NT\Rpc\

Value Name: RestrictRemoteClients

Value Type: REG_DWORD
Value: 1","Configure the policy value for Computer Configuration >> Administrative Templates >> System >> Remote Procedure Call >> ""Restrict Unauthenticated RPC clients"" to ""Enabled"" and ""Authenticated"".",,,,FALSE
V-253389,MEDIUM,SV-253389r991589_rule,Enhanced anti-spoofing for facial recognition must be enabled on Windows 11.,WN11-CC-000195,Enhanced anti-spoofing provides additional protections when using facial recognition with devices that support it.,"If the following registry value does not exist or is not configured as specified, this is a finding:

Registry Hive: HKEY_LOCAL_MACHINE
Registry Path: \SOFTWARE\Policies\Microsoft\Biometrics\FacialFeatures\

Value Name: EnhancedAntiSpoofing

Value Type: REG_DWORD
Value: 0x00000001 (1)","Configure the policy value for Computer Configuration >> Administrative Templates >> Windows Components >> Biometrics >> Facial Features >> ""Configure enhanced anti-spoofing"" to ""Enabled"".",,,,FALSE
V-253391,MEDIUM,SV-253391r958518_rule,Administrator accounts must not be enumerated during elevation.,WN11-CC-000200,Enumeration of administrator accounts when elevating can provide part of the logon information to an unauthorized user. This setting configures the system to always require users to type in a username and password to elevate a running application.,"If the following registry value does not exist or is not configured as specified, this is a finding:

Registry Hive: HKEY_LOCAL_MACHINE
Registry Path: \SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\CredUI\

Value Name: EnumerateAdministrators

Value Type: REG_DWORD
Value: 0","Configure the policy value for Computer Configuration >> Administrative Templates >> Windows Components >> Credential User Interface >> ""Enumerate administrator accounts on elevation"" to ""Disabled"".",,,,FALSE
V-253392,MEDIUM,SV-253392r991589_rule,Enhanced diagnostic data must be limited to the minimum required to support Windows Analytics.,WN11-CC-000204,"Some features may communicate with the vendor, sending system information or downloading data or components for the feature. Limiting this capability will prevent potentially sensitive information from being sent outside the enterprise. The ""Enhanced"" level for telemetry includes additional information beyond ""Security"" and ""Basic"" on how Windows and apps are used and advanced reliability data. Windows Analytics can use a ""limited enhanced"" level to provide information such as health data for devices.","If ""Enhanced"" level is enabled for telemetry, this must be configured. If ""Security"" or ""Basic"" are configured, this is NA. (See WN11-CC-000205).

If the following registry value does not exist or is not configured as specified, this is a finding:

Registry Hive: HKEY_LOCAL_MACHINE
Registry Path: \SOFTWARE\Policies\Microsoft\Windows\DataCollection\

Value Name: LimitEnhancedDiagnosticDataWindowsAnalytics

Type: REG_DWORD
Value: 0x00000001 (1)","Configure the policy value for Computer Configuration >> Administrative Templates >> Windows Components >> Data Collection and Preview Builds >> ""Limit optional diagnostic data for Windows Analytics"" to ""Enabled"" with ""Enable Desktop Analytics collection"" selected in ""Options:"".",,,,FALSE
V-253393,MEDIUM,SV-253393r958564_rule,Windows Telemetry must not be configured to Full.,WN11-CC-000205,"Some features may communicate with the vendor, sending system information or downloading data or components for the feature. Limiting this capability will prevent potentially sensitive information from being sent outside the enterprise. The ""Security"" option for Telemetry configures the lowest amount of data, effectively none outside of the Malicious Software Removal Tool (MSRT), Defender and telemetry client settings. ""Basic"" sends basic diagnostic and usage data and may be required to support some Microsoft services. ""Enhanced"" includes additional information on how Windows and apps are used and advanced reliability data. Windows Analytics can use a ""limited enhanced"" level to provide information such as health data for devices.","If the following registry value does not exist or is not configured as specified, this is a finding:

Registry Hive: HKEY_LOCAL_MACHINE
Registry Path: \SOFTWARE\Policies\Microsoft\Windows\DataCollection\

Value Name: AllowTelemetry

Type: REG_DWORD
Value: 0x00000000 (0) (Security)
0x00000001 (1) (Basic)","Configure the policy value for Computer Configuration >> Administrative Templates >> Windows Components >> Data Collection and Preview Builds >> ""Allow Diagnostic Data"" to ""Enabled"" with ""Send required diagnostic data"" selected in ""Options:"".",,,,FALSE
V-253395,MEDIUM,SV-253395r958478_rule,The Microsoft Defender SmartScreen for Explorer must be enabled.,WN11-CC-000210,Microsoft Defender SmartScreen helps protect systems from programs downloaded from the internet that may be malicious. Enabling Microsoft Defender SmartScreen will warn or prevent users from running potentially malicious programs.,"This is applicable to unclassified systems, for other systems this is NA.

If the following registry values do not exist or are not configured as specified, this is a finding:

Registry Hive: HKEY_LOCAL_MACHINE
Registry Path: \SOFTWARE\Policies\Microsoft\Windows\System\

Value Name: EnableSmartScreen

Value Type: REG_DWORD
Value: 0x00000001 (1)

And

Registry Hive: HKEY_LOCAL_MACHINE
Registry Path: \SOFTWARE\Policies\Microsoft\Windows\System\

Value Name: ShellSmartScreenLevel

Value Type: REG_SZ
Value: Block","Configure the policy value for Computer Configuration >> Administrative Templates >> Windows Components >> File Explorer >> ""Configure Windows Defender SmartScreen"" to ""Enabled"" with ""Warn and prevent bypass"" selected. 

Windows 11 includes duplicate policies for this setting. It can also be configured under Computer Configuration >> Administrative Templates >> Windows Components >> Windows Defender SmartScreen >> Explorer.",,,,FALSE
V-253396,MEDIUM,SV-253396r958928_rule,Explorer Data Execution Prevention must be enabled.,WN11-CC-000215,Data Execution Prevention (DEP) provides additional protection by performing checks on memory to help prevent malicious code from running. This setting will prevent Data Execution Prevention from being turned off for File Explorer.,"The default behavior is for data execution prevention to be turned on for file explorer.

If it exists and is configured with a value of ""1"", this is a finding.

Registry Hive: HKEY_LOCAL_MACHINE
Registry Path: \SOFTWARE\Policies\Microsoft\Windows\Explorer\

Value Name: NoDataExecutionPrevention

Value Type: REG_DWORD
Value: 0 (or if the Value Name does not exist)","The default behavior is for data execution prevention to be turned on for file explorer.

To correct this, configure the policy value for Computer Configuration >> Administrative Templates >> Windows Components >> File Explorer >> ""Turn off Data Execution Prevention for Explorer"" to ""Not Configured"" or ""Disabled"".",,,,FALSE
V-253398,MEDIUM,SV-253398r991589_rule,File Explorer shell protocol must run in protected mode.,WN11-CC-000225,"The shell protocol will limit the set of folders applications can open when run in protected mode. Restricting files an application can open, to a limited set of folders, increases the security of Windows.","The default behavior is for shell protected mode to be turned on for file explorer.

If it exists and is configured with a value of ""1"", this is a finding.

Registry Hive: HKEY_LOCAL_MACHINE
Registry Path: \SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\Explorer\

Value Name: PreXPSP2ShellProtocolBehavior

Value Type: REG_DWORD
Value: 0 (or if the Value Name does not exist)","The default behavior is for shell protected mode to be turned on for file explorer.

To correct this, configure the policy value for Computer Configuration >> Administrative Templates >> Windows Components >> File Explorer >> ""Turn off shell protocol protected mode"" to ""Not Configured"" or ""Disabled"".",,,,FALSE
V-253399,MEDIUM,SV-253399r958478_rule,Windows 11 must be configured to disable Windows Game Recording and Broadcasting.,WN11-CC-000252,"Windows Game Recording and Broadcasting is intended for use with games; however, it could potentially record screen shots of other applications and expose sensitive data. Disabling the feature will prevent this from occurring.","This is NA for Windows 11 LTSC. 
                
If the following registry value does not exist or is not configured as specified, this is a finding:

Registry Hive: HKEY_LOCAL_MACHINE
Registry Path: \SOFTWARE\Policies\Microsoft\Windows\GameDVR\

Value Name: AllowGameDVR

Type: REG_DWORD
Value: 0x00000000 (0)","Configure the policy value for Computer Configuration >> Administrative Templates >> Windows Components >> Windows Game Recording and Broadcasting >> ""Enables or disables Windows Game Recording and Broadcasting"" to ""Disabled"".",,,,FALSE
V-253400,MEDIUM,SV-253400r991589_rule,The use of a hardware security device with Windows Hello for Business must be enabled.,WN11-CC-000255,The use of a Trusted Platform Module (TPM) to store keys for Windows Hello for Business provides additional security. Keys stored in the TPM may only be used on that system while keys stored using software are more susceptible to compromise and could be used on other systems.,"Virtual desktop implementations currently may not support the use of TPMs. For virtual desktop implementations where the virtual desktop instance is deleted or refreshed upon logoff, this is NA.

If the following registry value does not exist or is not configured as specified, this is a finding:

Registry Hive: HKEY_LOCAL_MACHINE
Registry Path: \SOFTWARE\Policies\Microsoft\PassportForWork\

Value Name: RequireSecurityDevice

Type: REG_DWORD
Value: 1","Configure the policy value for Computer Configuration >> Administrative Templates >> Windows Components >> Windows Hello for Business >> ""Use a hardware security device"" to ""Enabled"".",,,,FALSE
V-253401,MEDIUM,SV-253401r991589_rule,Windows 11 must be configured to require a minimum pin length of six characters or greater.,WN11-CC-000260,Windows allows the use of PINs as well as biometrics for authentication without sending a password to a network or website where it could be compromised. Longer minimum PIN lengths increase the available combinations an attacker would have to attempt. Shorter minimum length significantly reduces the strength.,"If the following registry value does not exist or is not configured as specified, this is a finding:

Registry Hive: HKEY_LOCAL_MACHINE
Registry Path: \SOFTWARE\Policies\Microsoft\PassportForWork\PINComplexity\

Value Name: MinimumPINLength

Type: REG_DWORD
Value: 6 (or greater)","Configure the policy value for Computer Configuration >> Administrative Templates >> System >> PIN Complexity >> ""Minimum PIN length"" to ""6"" or greater.",,,,FALSE
V-253402,MEDIUM,SV-253402r1051051_rule,Passwords must not be saved in the Remote Desktop Client.,WN11-CC-000270,Saving passwords in the Remote Desktop Client could allow an unauthorized user to establish a remote desktop session to another system. The system must be configured to prevent users from saving passwords in the Remote Desktop Client.,"If the following registry value does not exist or is not configured as specified, this is a finding:

Registry Hive: HKEY_LOCAL_MACHINE
Registry Path: \SOFTWARE\Policies\Microsoft\Windows NT\Terminal Services\

Value Name: DisablePasswordSaving

Value Type: REG_DWORD
Value: 1","Configure the policy value for Computer Configuration >> Administrative Templates >> Windows Components >> Remote Desktop Services >> Remote Desktop Connection Client >> ""Do not allow passwords to be saved"" to ""Enabled"".",,,,FALSE
V-253403,MEDIUM,SV-253403r958524_rule,Local drives must be prevented from sharing with Remote Desktop Session Hosts.,WN11-CC-000275,Preventing users from sharing the local drives on their client computers to Remote Session Hosts that they access helps reduce possible exposure of sensitive data.,"If the following registry value does not exist or is not configured as specified, this is a finding:

Registry Hive: HKEY_LOCAL_MACHINE
Registry Path: \SOFTWARE\Policies\Microsoft\Windows NT\Terminal Services\

Value Name: fDisableCdm

Value Type: REG_DWORD
Value: 1","Configure the policy value for Computer Configuration >> Administrative Templates >> Windows Components >> Remote Desktop Services >> Remote Desktop Session Host >> Device and Resource Redirection >> ""Do not allow drive redirection"" to ""Enabled"".",,,,FALSE
V-253404,MEDIUM,SV-253404r1051052_rule,Remote Desktop Services must always prompt a client for passwords upon connection.,WN11-CC-000280,This setting controls the ability of users to supply passwords automatically as part of their remote desktop connection. Disabling this setting would allow anyone to use the stored credentials in a connection item to connect to the terminal server.,"If the following registry value does not exist or is not configured as specified, this is a finding:

Registry Hive: HKEY_LOCAL_MACHINE
Registry Path: \SOFTWARE\Policies\Microsoft\Windows NT\Terminal Services\

Value Name: fPromptForPassword

Value Type: REG_DWORD
Value: 1","Configure the policy value for Computer Configuration >> Administrative Templates >> Windows Components >> Remote Desktop Services >> Remote Desktop Session Host >> Security >> ""Always prompt for password upon connection"" to ""Enabled"".",,,,FALSE
V-253405,MEDIUM,SV-253405r991554_rule,The Remote Desktop Session Host must require secure RPC communications.,WN11-CC-000285,Allowing unsecure RPC communication exposes the system to man in the middle attacks and data disclosure attacks. A man in the middle attack occurs when an intruder captures packets between a client and server and modifies them before allowing the packets to be exchanged. Usually the attacker will modify the information in the packets in an attempt to cause either the client or server to reveal sensitive information.,"If the following registry value does not exist or is not configured as specified, this is a finding:

Registry Hive: HKEY_LOCAL_MACHINE
Registry Path: \SOFTWARE\Policies\Microsoft\Windows NT\Terminal Services\

Value Name: fEncryptRPCTraffic

Value Type: REG_DWORD
Value: 1","Configure the policy value for Computer Configuration >> Administrative Templates >> Windows Components >> Remote Desktop Services >> Remote Desktop Session Host >> Security ""Require secure RPC communication"" to ""Enabled"".",,,,FALSE
V-253406,MEDIUM,SV-253406r958408_rule,Remote Desktop Services must be configured with the client connection encryption set to the required level.,WN11-CC-000290,"Remote connections must be encrypted to prevent interception of data or sensitive information. Selecting ""High Level"" will ensure encryption of Remote Desktop Services sessions in both directions.","If the following registry value does not exist or is not configured as specified, this is a finding:

Registry Hive: HKEY_LOCAL_MACHINE
Registry Path: \SOFTWARE\Policies\Microsoft\Windows NT\Terminal Services\

Value Name: MinEncryptionLevel

Value Type: REG_DWORD
Value: 3","Configure the policy value for Computer Configuration >> Administrative Templates >> Windows Components >> Remote Desktop Services >> Remote Desktop Session Host >> Security >> ""Set client connection encryption level"" to ""Enabled"" and ""High Level"".",,,,FALSE
V-253407,MEDIUM,SV-253407r991589_rule,Attachments must be prevented from being downloaded from RSS feeds.,WN11-CC-000295,Attachments from RSS feeds may not be secure. This setting will prevent attachments from being downloaded from RSS feeds.,"If the following registry value does not exist or is not configured as specified, this is a finding:

Registry Hive: HKEY_LOCAL_MACHINE
Registry Path: \SOFTWARE\Policies\Microsoft\Internet Explorer\Feeds\

Value Name: DisableEnclosureDownload

Value Type: REG_DWORD
Value: 1","Configure the policy value for Computer Configuration >> Administrative Templates >> Windows Components >> RSS Feeds >> ""Prevent downloading of enclosures"" to ""Enabled"".",,,,FALSE
V-253408,MEDIUM,SV-253408r958478_rule,Basic authentication for RSS feeds over HTTP must not be used.,WN11-CC-000300,Basic authentication uses plain text passwords that could be used to compromise a system.,"The default behavior is for the Windows RSS platform to not use Basic authentication over HTTP connections.

If it exists and is configured with a value of ""1"", this is a finding.

Registry Hive: HKEY_LOCAL_MACHINE
Registry Path: \SOFTWARE\Policies\Microsoft\Internet Explorer\Feeds\

Value Name: AllowBasicAuthInClear

Value Type: REG_DWORD
Value: 0 (or if the Value Name does not exist)","The default behavior is for the Windows RSS platform to not use Basic authentication over HTTP connections.

To correct this, configure the policy value for Computer Configuration >> Administrative Templates >> Windows Components >> RSS Feeds >> ""Turn on Basic feed authentication over HTTP"" to ""Not Configured"" or ""Disabled"".",,,,FALSE
V-253409,MEDIUM,SV-253409r958478_rule,Indexing of encrypted files must be turned off.,WN11-CC-000305,Indexing of encrypted files may expose sensitive data. This setting prevents encrypted files from being indexed.,"If the following registry value does not exist or is not configured as specified, this is a finding:

Registry Hive: HKEY_LOCAL_MACHINE
Registry Path: \SOFTWARE\Policies\Microsoft\Windows\Windows Search\

Value Name: AllowIndexingEncryptedStoresOrItems

Value Type: REG_DWORD
Value: 0","Configure the policy value for Computer Configuration >> Administrative Templates >> Windows Components >> Search >> ""Allow indexing of encrypted files"" to ""Disabled"".",,,,FALSE
V-253410,MEDIUM,SV-253410r1051053_rule,Users must be prevented from changing installation options.,WN11-CC-000310,Installation options for applications are typically controlled by administrators. This setting prevents users from changing installation options that may bypass security features.,"If the following registry value does not exist or is not configured as specified, this is a finding:

Registry Hive: HKEY_LOCAL_MACHINE
Registry Path: \SOFTWARE\Policies\Microsoft\Windows\Installer\

Value Name: EnableUserControl

Value Type: REG_DWORD
Value: 0","Configure the policy value for Computer Configuration >> Administrative Templates >> Windows Components >> Windows Installer >> ""Allow user control over installs"" to ""Disabled"".",,,,FALSE
V-253412,MEDIUM,SV-253412r991589_rule,Users must be notified if a web-based program attempts to install software.,WN11-CC-000320,Web-based programs may attempt to install malicious software on a system. Ensuring users are notified if a web-based program attempts to install software allows them to refuse the installation.,"The default behavior is for Internet Explorer to warn users and select whether to allow or refuse installation when a web-based program attempts to install software on the system.

If it exists and is configured with a value of ""1"", this is a finding.

Registry Hive: HKEY_LOCAL_MACHINE
Registry Path: \SOFTWARE\Policies\Microsoft\Windows\Installer\

Value Name: SafeForScripting

Value Type: REG_DWORD
Value: 0 (or if the Value Name does not exist)","The default behavior is for Internet Explorer to warn users and select whether to allow or refuse installation when a web-based program attempts to install software on the system.

To correct this, configure the policy value for Computer Configuration >> Administrative Templates >> Windows Components >> Windows Installer >> ""Prevent Internet Explorer security prompt for Windows Installer scripts"" to ""Not Configured"" or ""Disabled"".",,,,FALSE
V-253413,MEDIUM,SV-253413r991591_rule,Automatically signing in the last interactive user after a system-initiated restart must be disabled.,WN11-CC-000325,"Windows can be configured to automatically sign the user back in after a Windows Update restart. Some protections are in place to help ensure this is done in a secure fashion; however, disabling this will prevent the caching of credentials for this purpose and also ensure the user is aware of the restart.","If the following registry value does not exist or is not configured as specified, this is a finding:

Registry Hive: HKEY_LOCAL_MACHINE
Registry Path: \SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System\

Value Name: DisableAutomaticRestartSignOn

Value Type: REG_DWORD
Value: 1","Configure the policy value for Computer Configuration >> Administrative Templates >> Windows Components >> Windows Logon Options >> ""Sign-in last interactive user automatically after a system-initiated restart"" to ""Disabled"".",,,,FALSE
V-253414,MEDIUM,SV-253414r958422_rule,PowerShell script block logging must be enabled on Windows 11.,WN11-CC-000326,"Maintaining an audit trail of system activity logs can help identify configuration errors, troubleshoot service disruptions, and analyze compromises that have occurred, as well as detect attacks. Audit logs are necessary to provide a trail of evidence in case the system or network is compromised. Collecting this data is essential for analyzing the security of information assets and detecting signs of suspicious and unexpected behavior.

Enabling PowerShell script block logging will record detailed information from the processing of PowerShell commands and scripts. This can provide additional detail when malware has run on a system.","If the following registry value does not exist or is not configured as specified, this is a finding:

Registry Hive: HKEY_LOCAL_MACHINE 
Registry Path: \SOFTWARE\Policies\Microsoft\Windows\PowerShell\ScriptBlockLogging\

Value Name: EnableScriptBlockLogging

Value Type: REG_DWORD
Value: 1","Configure the policy value for Computer Configuration >> Administrative Templates >> Windows Components >> Windows PowerShell >> ""Turn on PowerShell Script Block Logging"" to ""Enabled"".",,,,FALSE
V-253415,MEDIUM,SV-253415r958420_rule,PowerShell Transcription must be enabled on Windows 11.,WN11-CC-000327,"Maintaining an audit trail of system activity logs can help identify configuration errors, troubleshoot service disruptions, and analyze compromises that have occurred, as well as detect attacks. Audit logs are necessary to provide a trail of evidence in case the system or network is compromised. Collecting this data is essential for analyzing the security of information assets and detecting signs of suspicious and unexpected behavior.

Enabling PowerShell Transcription will record detailed information from the processing of PowerShell commands and scripts. This can provide additional detail when malware has run on a system.","If the following registry value does not exist or is not configured as specified, this is a finding:

Registry Hive: HKEY_LOCAL_MACHINE
Registry Path: \SOFTWARE\Policies\Microsoft\Windows\PowerShell\Transcription\

Value Name: EnableTranscripting

Value Type: REG_DWORD
Value: 1","Configure the policy value for Computer Configuration >> Administrative Templates >> Windows Components >> Windows PowerShell >> ""Turn on PowerShell Transcription"" to ""Enabled"".

Specify the Transcript output directory to point to a Central Log Server or another secure location to prevent user access.",,,,FALSE
V-253417,MEDIUM,SV-253417r958848_rule,The Windows Remote Management (WinRM) client must not allow unencrypted traffic.,WN11-CC-000335,Unencrypted remote access to a system can allow sensitive information to be compromised. Windows remote management connections must be encrypted to prevent this.,"If the following registry value does not exist or is not configured as specified, this is a finding:

Registry Hive: HKEY_LOCAL_MACHINE
Registry Path: \SOFTWARE\Policies\Microsoft\Windows\WinRM\Client\

Value Name: AllowUnencryptedTraffic

Value Type: REG_DWORD
Value: 0","Configure the policy value for Computer Configuration >> Administrative Templates >> Windows Components >> Windows Remote Management (WinRM) >> WinRM Client >> ""Allow unencrypted traffic"" to ""Disabled"".",,,,FALSE
V-253419,MEDIUM,SV-253419r958850_rule,The Windows Remote Management (WinRM) service must not allow unencrypted traffic.,WN11-CC-000350,Unencrypted remote access to a system can allow sensitive information to be compromised. Windows remote management connections must be encrypted to prevent this.,"If the following registry value does not exist or is not configured as specified, this is a finding:

Registry Hive: HKEY_LOCAL_MACHINE
Registry Path: \SOFTWARE\Policies\Microsoft\Windows\WinRM\Service\

Value Name: AllowUnencryptedTraffic

Value Type: REG_DWORD
Value: 0","Configure the policy value for Computer Configuration >> Administrative Templates >> Windows Components >> Windows Remote Management (WinRM) >> WinRM Service >> ""Allow unencrypted traffic"" to ""Disabled"".",,,,FALSE
V-253420,MEDIUM,SV-253420r1051055_rule,The Windows Remote Management (WinRM) service must not store RunAs credentials.,WN11-CC-000355,Storage of administrative credentials could allow unauthorized access. Disallowing the storage of RunAs credentials for Windows Remote Management will prevent them from being used with plug-ins.,"If the following registry value does not exist or is not configured as specified, this is a finding:

Registry Hive: HKEY_LOCAL_MACHINE
Registry Path: \SOFTWARE\Policies\Microsoft\Windows\WinRM\Service\

Value Name: DisableRunAs

Value Type: REG_DWORD
Value: 1","Configure the policy value for Computer Configuration >> Administrative Templates >> Windows Components >> Windows Remote Management (WinRM) >> WinRM Service >> ""Disallow WinRM from storing RunAs credentials"" to ""Enabled"".",,,,FALSE
V-253421,MEDIUM,SV-253421r958510_rule,The Windows Remote Management (WinRM) client must not use Digest authentication.,WN11-CC-000360,Digest authentication is not as strong as other options and may be subject to man-in-the-middle attacks.,"If the following registry value does not exist or is not configured as specified, this is a finding:

Registry Hive: HKEY_LOCAL_MACHINE
Registry Path: \SOFTWARE\Policies\Microsoft\Windows\WinRM\Client\

Value Name: AllowDigest

Value Type: REG_DWORD
Value: 0","Configure the policy value for Computer Configuration >> Administrative Templates >> Windows Components >> Windows Remote Management (WinRM) >> WinRM Client >> ""Disallow Digest authentication"" to ""Enabled"".",,,,FALSE
